"Home","Away","Age Group","Gender","Field"
"ALEX 07 Boys White U11 Boys NCSL","CALV CSA 2007 Blue U11 Boys NCSL","U11","Boys","Brenman Park #1A"
"ALEX 03 Girls Red U15 Girls NCSL","HERN Sting U15 Girls NCSL","U15","Girls","Witter Fields Complex #2"
"ALEX 05 Girls White U13 Girls NCSL","VYS Spirit White U13 Girls NCSL","U13","Girls","Limerick 1"
"ALEX 07 Boys Blue U11 Boys NCSL","SDor Barca '07 Premier U11 Boys NCSL","U11","Boys","Brenman Park #1A"
"ALEX 02 Girls Red U16 Girls NCSL","HERN Thunder White U16 Girls NCSL","U16","Girls","Witter Fields Complex #2"
"ALEX 06 Girls Blue U12 Girls NCSL","LOUD 06G Silver U12 Girls NCSL","U12","Girls","Brenman Park #1A"
"ALEX 02 Boys White U16 Boys NCSL","OLNY Rangers Red U16 Boys NCSL","U16","Boys","Witter Fields Complex #2"
"ALEX 04 Boys Red U14 Boys NCSL","BETH Green 04 U14 Boys NCSL","U14","Boys","Limerick 1"
"ALEX 04  Girls Red U14 Girls NCSL","ARL 04G Blue U14 Girls NCSL","U14","Girls","Limerick 1"
"ALEX 04 Girls White U14 Girls NCSL","CPSA CSC Comets 04G U14 Girls NCSL","U14","Girls","Limerick 1"
"ALEX 04 Boys White U14 Boys NCSL","CYA 04B Black U14 Boys NCSL","U14","Boys","Limerick 1"
"ALEX 03 Boys White U15 Boys NCSL","CPSA CSC Comets 03B U15 Boys NCSL","U15","Boys","Limerick 1"
"ALEX 05 Boys Blue U13 Boys NCSL","CFC 05B White U13 Boys NCSL","U13","Boys","Witter Fields Complex #2"
"ALEX 03 Boys Red U15 Boys NCSL","ARL 03B Blue U15 Boys NCSL","U15","Boys","Limerick 1"
"ALEX 01 Boys White U17 Boys NCSL","SYC Lions 01 Blue U17 Boys NCSL","U17","Boys","Witter Fields Complex #2"
"ALEX 06 Girls Blue U12 Girls NCSL","CSA Flames 06G U12 Girls NCSL","U12","Girls","Witter Fields Complex #1a"
"ALEX 07 Girls Red U11 Girls NCSL","GRFL 07G Fury White U11 Girls NCSL","U11","Girls","Witter Fields Complex #1a"
"ALEX 07 Girls White U11 Girls NCSL","GRFL 07G Fury Yellow U11 Girls NCSL","U11","Girls","Witter Fields Complex #1a"
"ALEX 05 Boys Blue U13 Boys NCSL","FRED FC Frederick '05 Royal II U13 Boys NCSL","U13","Boys","Witter Fields Complex #2"
"ALEX 03 Girls White U15 Girls NCSL","BAC Alliance U15 Girls NCSL","U15","Girls","Witter Fields Complex #2"
"ALEX 01 Girls Red U17 Girls NCSL","ARL 01G White U17 Girls NCSL","U17","Girls","Greenbrier Pk Upper (Yorktown HS Stad.)"
"ALEX 02 Boys White U16 Boys NCSL","BRYC Elite Academy U16 Elite U16 Boys NCSL","U16","Boys","Witter Fields Complex #2"
"ALEX 05 Girls Red U13 Girls NCSL","BAC Strikers U13 Girls NCSL","U13","Girls","Witter Fields Complex #1"
"ALEX 01 Boys Red U17 Boys NCSL","GRFL 01B Blue Omega U17 Boys NCSL","U17","Boys","Witter Fields Complex #1"
"ALEX 02 Boys Red U16 Boys NCSL","SDor Barca '02 Elite U16 Boys NCSL","U16","Boys","Witter Fields Complex #1"
"ALEX 09 Boys Red U09 Boys NCSL","SDor Barca '09 Elite U09 Boys NCSL","U09","Boys","Witter Fields Complex #1b"
"ALEX 06 Boys White U12 Boys NCSL","MCLN 2006 Boys Gold U12 Boys NCSL","U12","Boys","Brenman Park #1A"
"ALEX 03 Boys Red U15 Boys NCSL","BETH Gold 03 U15 Boys NCSL","U15","Boys","Witter Fields Complex #1"
"ALEX 08 Girls Red U10 Girls NCSL","VYS '08G Red U10 Girls NCSL","U10","Girls","Simpson Soccer Field 2A"
"ALEX 01 Girls Red U17 Girls NCSL","HERN Hooligans U17 Girls NCSL","U17","Girls","Witter Fields Complex #2"
"ALEX 06 Boys Blue U12 Boys NCSL","CALV CSA 2006 U12 Boys NCSL","U12","Boys","Brenman Park #1A"
"ALEX 08 Girls White U10 Girls NCSL","VYS '08G Black U10 Girls NCSL","U10","Girls","Simpson Soccer Field 2A"
"ALEX 06 Girls White U12 Girls NCSL","FRSA ROX 06G Blue U12 Girls NCSL","U12","Girls","Simpson Soccer Field 2B"
"ALEX 03 Boys White U15 Boys NCSL","MRM Rush Gray '03B U15 Boys NCSL","U15","Boys","Witter Fields Complex #1"
"ALEX 02 Boys Red U16 Boys NCSL","FTSC Future Monarchs Black '02B U16 Boys NCSL","U16","Boys","Witter Fields Complex #2"
"ALEX 09 Boys White U09 Boys NCSL","DCST Black Metros U09 Boys NCSL","U09","Boys","Simpson Soccer Field 2B"
"ALEX 07 Boys White U11 Boys NCSL","OLNY Rangers Blue U11 Boys NCSL","U11","Boys","Brenman Park #1A"
"ALEX 09 Girls Red U09 Girls NCSL","VSA 09G Jr Academy Lloyd U09 Girls NCSL","U09","Girls","Simpson Soccer Field 2A"
"ALEX 04 Boys Red U14 Boys NCSL","CALV CSA 2004 U14 Boys NCSL","U14","Boys","Witter Fields Complex #1"
"ALEX 03 Girls Red U15 Girls NCSL","ODFC Quest United NCSL 03 U15 Girls NCSL","U15","Girls","Witter Fields Complex #2"
"ALEX 09 Boys Blue U09 Boys NCSL","CFC 09B Red U09 Boys NCSL","U09","Boys","Simpson Soccer Field 2B"
"ALEX 07 Boys Blue U11 Boys NCSL","CYA 07B Gold U11 Boys NCSL","U11","Boys","Brenman Park #1A"
"ALEX 09 Girls White U09 Girls NCSL","VSA 09G Jr Academy Morgan U09 Girls NCSL","U09","Girls","Simpson Soccer Field 2A"
"ALEX 05 Boys White U13 Boys NCSL","VSA 05B Pre Academy Select Red U13 Boys NCSL","U13","Boys","Witter Fields Complex #1"
"ALEX 04  Girls Red U14 Girls NCSL","CYA 04G Gold U14 Girls NCSL","U14","Girls","Witter Fields Complex #2"
"ALEX 00 Boys Red U18 Boys NCSL","MCLN 2000 Boys White U18 Boys NCSL","U18","Boys","Witter Fields Complex #2"
"ALEX 00 Boys White U18 Boys NCSL","SDor BFC Barca '00 Elite U18 Boys NCSL","U18","Boys","Witter Fields Complex #2"
"ALEX 01 Boys Red U17 Boys NCSL","MCLN 2001 Boys White U17 Boys NCSL","U17","Boys","Witter Fields Complex #2"
"ALEX 03 Girls White U15 Girls NCSL","POT Black 03 U15 Girls NCSL","U15","Girls","Witter Fields Complex #1"
"ALEX 05 Girls White U13 Girls NCSL","BRYC Elite Academy U13 Black U13 Girls NCSL","U13","Girls","Witter Fields Complex #2"
"ALEX 03 Girls Red U15 Girls NCSL","BAC Blue Star U15 Girls NCSL","U15","Girls","Witter Fields Complex #2"
"ALEX 04 Girls White U14 Girls NCSL","DCST White Metros U14 Girls NCSL","U14","Girls","Brenman Park - Soccer 1"
"ALEX 03 Boys Red U15 Boys NCSL","ASA FC Atletico Juvenil 03 U15 Boys NCSL","U15","Boys","Brenman Park - Soccer 1"
"ALEX 08 Boys Blue U10 Boys NCSL","GRFL 08B Verona White U10 Boys NCSL","U10","Boys","Witter Fields Complex #1a"
"ALEX 09 Boys Red U09 Boys NCSL","FPYC United 09 U09 Boys NCSL","U09","Boys","Witter Fields Complex #1b"
"ALEX 08 Boys White U10 Boys NCSL","GRFL 08B Napoli Blue U10 Boys NCSL","U10","Boys","Witter Fields Complex #1a"
"ALEX 09 Boys Blue U09 Boys NCSL","GRFL 09B Lazio U09 Boys NCSL","U09","Boys","Witter Fields Complex #1b"
"ALEX 09 Boys White U09 Boys NCSL","GRFL 09B Napoli U09 Boys NCSL","U09","Boys","Witter Fields Complex #1b"
"ALEX 02 Girls Red U16 Girls NCSL","FPYC Freedom U16 Girls NCSL","U16","Girls","Witter Fields Complex #2"
"ALEX 06 Boys White U12 Boys NCSL","CYA 06B Gold U12 Boys NCSL","U12","Boys","Witter Fields Complex #1a"
"ALEX 04  Girls Red U14 Girls NCSL","ASA PGSA CD Alianza 04 U14 Girls NCSL","U14","Girls","Witter Fields Complex #2"
"ALEX 05 Girls White U13 Girls NCSL","LOUD 05G White U13 Girls NCSL","U13","Girls","Witter Fields Complex #2"
"ALEX 05 Boys White U13 Boys NCSL","CALV MD International 2005 U13 Boys NCSL","U13","Boys","Witter Fields Complex #2"
"ALEX 05 Boys Red U13 Boys NCSL","TAPK Takoma Dreamers Lyons U13 Boys NCSL","U13","Boys","Witter Fields Complex #2"
"ALEX 00 Boys White U18 Boys NCSL","SDor BFC Barca '00 Premier U18 Boys NCSL","U18","Boys","Witter Fields Complex #2"
"ALEX 08 Boys Blue U10 Boys NCSL","TCSC Torpedoes 08B U10 Boys NCSL","U10","Boys","Witter Fields Complex #1a"
"ALEX 08 Girls White U10 Girls NCSL","GRFL 08G United White U10 Girls NCSL","U10","Girls","Witter Fields Complex #1b"
"ALEX 05 Boys White U13 Boys NCSL","WIN United 05B Orange U13 Boys NCSL","U13","Boys","Witter Fields Complex #2"
"ALEX 08 Boys White U10 Boys NCSL","TCSC 08B United U10 Boys NCSL","U10","Boys","Witter Fields Complex #1a"
"ALEX 07 Boys Blue U11 Boys NCSL","WSC Brasil FC U11 Boys NCSL","U11","Boys","Brenman Park #1A"
"ALEX 01 Boys Red U17 Boys NCSL","HERN FC Munich U17 Boys NCSL","U17","Boys","Witter Fields Complex #2"
"ALEX 09 Boys White U09 Boys NCSL","VYS 09B Black U09 Boys NCSL","U09","Boys","Witter Fields Complex #1a"
"ALEX 06 Boys Blue U12 Boys NCSL","HERN Estudiantes Silver U12 Boys NCSL","U12","Boys","Brenman Park #1A"
"ALEX 09 Girls White U09 Girls NCSL","WIN United 09G Orange U09 Girls NCSL","U09","Girls","Witter Fields Complex #1b"
"ALEX 03 Boys White U15 Boys NCSL","OLNY Rangers White U15 Boys NCSL","U15","Boys","Witter Fields Complex #2"
"ALEX 09 Boys Blue U09 Boys NCSL","VYS 09B White U09 Boys NCSL","U09","Boys","Witter Fields Complex #1a"
"ALEX 07 Boys White U11 Boys NCSL","PAC Elite 07 Navy U11 Boys NCSL","U11","Boys","Brenman Park #1A"
"ALEX 09 Girls Red U09 Girls NCSL","PWSI Girls 2009 Nike U09 Girls NCSL","U09","Girls","Witter Fields Complex #1b"
"ALEX 09 Boys Red U09 Boys NCSL","VYS 09B Red U09 Boys NCSL","U09","Boys","Brenman Park #1A"
"ALEX 04 Boys Red U14 Boys NCSL","FTSC Future Monarchs Black '04B U14 Boys NCSL","U14","Boys","Witter Fields Complex #1"
"ALEX 01 Boys White U17 Boys NCSL","LOUD 01B White U17 Boys NCSL","U17","Boys","Witter Fields Complex #2"
"ALEX 06 Girls White U12 Girls NCSL","GSC Spirit Red 06 U12 Girls NCSL","U12","Girls","Brenman Park #1A"
"ALEX 04  Girls Red U14 Girls NCSL","FPYC Blue Fury 04 U14 Girls NCSL","U14","Girls","Witter Fields Complex #1"
"ALEX 02 Girls Red U16 Girls NCSL","REST Renegades U16 Girls NCSL","U16","Girls","Witter Fields Complex #2"
"ALEX 05 Girls Red U13 Girls NCSL","MSI Academy White U13 Girls NCSL","U13","Girls","Witter Fields Complex #1"
"ALEX 00 Boys Red U18 Boys NCSL","MRM Rush '00B U18 Boys NCSL","U18","Boys","Witter Fields Complex #2"
"ALEX 05 Boys Red U13 Boys NCSL","FTSC Real Barsa (Transfer from LAUR) U13 Boys NCSL","U13","Boys","Witter Fields Complex #1"
"ALEX 05 Girls Red U13 Girls NCSL","FCVA Premier U13 Girls NCSL","U13","Girls","Witter Fields Complex #1"
"ALEX 01 Boys White U17 Boys NCSL","HERN Zorros FC Red U17 Boys NCSL","U17","Boys","Witter Fields Complex #1"
"ALEX 02 Girls Red U16 Girls NCSL","ODFC Cesena '02 U16 Girls NCSL","U16","Girls","Witter Fields Complex #1"
"ALEX 03 Boys Red U15 Boys NCSL","BETH White 03 U15 Boys NCSL","U15","Boys","Witter Fields Complex #2"
"ALEX 04 Girls White U14 Girls NCSL","EPIC 04G Force Black U14 Girls NCSL","U14","Girls","Brenman Park - Soccer 1"
"ALEX 03 Boys White U15 Boys NCSL","TAPK Takoma United Blue U15 Boys NCSL","U15","Boys","Witter Fields Complex #2"
"ALEX 04 Boys White U14 Boys NCSL","TCSC 04 Fusion Black U14 Boys NCSL","U14","Boys","Brenman Park - Soccer 1"
"ALEX 07 Girls Red U11 Girls NCSL","HERN Alianza Black U11 Girls NCSL","U11","Girls","Witter Fields Complex #1b"
"ALEX 05 Girls White U13 Girls NCSL","GSC Spirit Red 05 U13 Girls NCSL","U13","Girls","Witter Fields Complex #2"
"ALEX 08 Boys Blue U10 Boys NCSL","OLNY Rangers White U10 Boys NCSL","U10","Boys","Witter Fields Complex #1a"
"ALEX 07 Girls White U11 Girls NCSL","HERN Alianza RED U11 Girls NCSL","U11","Girls","Witter Fields Complex #1b"
"ALEX 03 Girls White U15 Girls NCSL","BSC Girls United Black U15 Girls NCSL","U15","Girls","Witter Fields Complex #2"
"ALEX 08 Boys White U10 Boys NCSL","OLNY Rangers Blue U10 Boys NCSL","U10","Boys","Witter Fields Complex #1a"
"ALEX 08 Girls Red U10 Girls NCSL","MSI MSC Academy White U10 Girls NCSL","U10","Girls","Witter Fields Complex #1b"
"ALEX 01 Boys Red U17 Boys NCSL","DCST 01 Red Metros U17 Boys NCSL","U17","Boys","Witter Fields Complex #2"
"ALEX 08 Girls White U10 Girls NCSL","MSI MSC Academy Green U10 Girls NCSL","U10","Girls","Witter Fields Complex #1b"
"ALEX 06 Girls Blue U12 Girls NCSL","SAC United White U12 Girls NCSL","U12","Girls","Witter Fields Complex #1a"
"ALEX 02 Boys White U16 Boys NCSL","CYA 02B Gold U16 Boys NCSL","U16","Boys","Witter Fields Complex #2"
"ALEX 04  Girls Red U14 Girls NCSL","STAF Revolution 04G Blue U14 Girls NCSL","U14","Girls","Witter Fields Complex #1"
"ALEX 04 Girls White U14 Girls NCSL","VYS Fire Black U14 Girls NCSL","U14","Girls","Witter Fields Complex #1"
"ALEX 01 Boys Red U17 Boys NCSL","STER FC Elite '01 Blackhawks U17 Boys NCSL","U17","Boys","Witter Fields Complex #2"
"ALEX 03 Girls White U15 Girls NCSL","CHAN Spirit 03 Academy U15 Girls NCSL","U15","Girls","Witter Fields Complex #1"
"ALEX 01 Girls Red U17 Girls NCSL","LOUD 01G Black U17 Girls NCSL","U17","Girls","Witter Fields Complex #2"
"ALEX 03 Boys Red U15 Boys NCSL","FSCI VISA Vasquez Academy 03 U15 Boys NCSL","U15","Boys","Witter Fields Complex #1"
"ALEX 03 Girls Red U15 Girls NCSL","SCAA Green 03G U15 Girls NCSL","U15","Girls","Witter Fields Complex #2"
"ALEX 04 Boys White U14 Boys NCSL","PAC Elite 04 White U14 Boys NCSL","U14","Boys","Brenman Park - Soccer 1"
"ALEX 04 Boys Red U14 Boys NCSL","REST 04 Blue U14 Boys NCSL","U14","Boys","Brenman Park - Soccer 1"
"ALEX 04 Boys White U14 Boys NCSL","GRFL 04B Azzurri Blue U14 Boys NCSL","U14","Boys","Witter Fields Complex #2"
"ALEX 07 Girls Red U11 Girls NCSL","ARL 07G Blue U11 Girls NCSL","U11","Girls","Witter Fields Complex #1b"
"ALEX 06 Girls Blue U12 Girls NCSL","PAC Gold 06 U12 Girls NCSL","U12","Girls","Witter Fields Complex #1b"
"ALEX 03 Girls White U15 Girls NCSL","AUSC Antietam United G03 U15 Girls NCSL","U15","Girls","Witter Fields Complex #2"
"ALEX 08 Boys Blue U10 Boys NCSL","HERN Ajax Red U10 Boys NCSL","U10","Boys","Witter Fields Complex #1a"
"ALEX 07 Girls White U11 Girls NCSL","ARL 07G Black U11 Girls NCSL","U11","Girls","Witter Fields Complex #1b"
"ALEX 02 Boys White U16 Boys NCSL","BAC Manchester State Elite U16 Boys NCSL","U16","Boys","Witter Fields Complex #2"
"ALEX 08 Boys White U10 Boys NCSL","HERN Ajax Black U10 Boys NCSL","U10","Boys","Witter Fields Complex #1a"
"ALEX 06 Boys Blue U12 Boys NCSL","ARL 06B Black U12 Boys NCSL","U12","Boys","Witter Fields Complex #1b"
"ALEX 05 Boys White U13 Boys NCSL","BETH White 05 U13 Boys NCSL","U13","Boys","Witter Fields Complex #2"
"ALEX 05 Boys Red U13 Boys NCSL","OLNY Rangers Blue U13 Boys NCSL","U13","Boys","Witter Fields Complex #2"
"ALEX 05 Boys Blue U13 Boys NCSL","VYS United White U13 Boys NCSL","U13","Boys","Witter Fields Complex #2"
"ALEX 02 Girls Red U16 Girls NCSL","WBSC Strikers 02G Blue U16 Girls NCSL","U16","Girls","Witter Fields Complex #2"
"ALEX 06 Boys White U12 Boys NCSL","VIST FC Barcelona 06 U12 Boys NCSL","U12","Boys","Witter Fields Complex #1a"
"ALEX 09 Girls Red U09 Girls NCSL","CYA 09G Purple U09 Girls NCSL","U09","Girls","Witter Fields Complex #1b"
"ALEX 04 Girls White U14 Girls NCSL","GRFL 04G Courage White U14 Girls NCSL","U14","Girls","Witter Fields Complex #2"
"ALEX 07 Boys Blue U11 Boys NCSL","ASA Liverpool FCIAA MD 07B Academy U11 Boys NCSL","U11","Boys","Brenman Park #1A"
"ALEX 00 Boys White U18 Boys NCSL","TAPK Takoma Diablos U18 Boys NCSL","U18","Boys","Witter Fields Complex #2"
"ALEX 07 Girls Red U11 Girls NCSL","LOUD 07G White U11 Girls NCSL","U11","Girls","Witter Fields Complex #1a"
"ALEX 06 Girls White U12 Girls NCSL","OLNY Strikers Blue U12 Girls NCSL","U12","Girls","Witter Fields Complex #1b"
"ALEX 07 Boys White U11 Boys NCSL","STAF Revolution 07B Blue U11 Boys NCSL","U11","Boys","Brenman Park #1A"
"ALEX 09 Girls White U09 Girls NCSL","LOUD 09G Silver U09 Girls NCSL","U09","Girls","Witter Fields Complex #1a"
"ALEX 07 Girls White U11 Girls NCSL","LOUD 07G Silver U11 Girls NCSL","U11","Girls","Witter Fields Complex #1b"
"ALEX 00 Boys Red U18 Boys NCSL","STAF Revolution 00B Blue U18 Boys NCSL","U18","Boys","Witter Fields Complex #2"
"ALEX 06 Boys Blue U12 Boys NCSL","SYC Lions 06 White U12 Boys NCSL","U12","Boys","Brenman Park #1A"
"ALEX 05 Boys Red U13 Boys NCSL","HERN FC Ciclones Black U13 Boys NCSL","U13","Boys","Witter Fields Complex #1"
"ALEX 03 Girls Red U15 Girls NCSL","VYS Fury Black U15 Girls NCSL","U15","Girls","Witter Fields Complex #2"
"ALEX 05 Girls White U13 Girls NCSL","MSI Academy Gold U13 Girls NCSL","U13","Girls","Witter Fields Complex #1"
"ALEX 05 Boys White U13 Boys NCSL","VYS United Black U13 Boys NCSL","U13","Boys","Witter Fields Complex #1"
"ALEX 05 Girls Red U13 Girls NCSL","VSA 05G Pre Academy Select Red U13 Girls NCSL","U13","Girls","Witter Fields Complex #1"
"ALEX 02 Boys Red U16 Boys NCSL","VIST Barrio Boys Elite U16 Boys NCSL","U16","Boys","Witter Fields Complex #2"
"ALEX 05 Boys Blue U13 Boys NCSL","LMVS Patriots 2005 Blue U13 Boys NCSL","U13","Boys","Witter Fields Complex #1"
"ALEX 02 Boys White U16 Boys NCSL","FPYC Strikers 02 U16 Boys NCSL","U16","Boys","Witter Fields Complex #2"
"ALEX 03 Boys White U15 Boys NCSL","ODFC Cesena '03 U15 Boys NCSL","U15","Boys","Witter Fields Complex #1"
"ALEX 05 Girls Red U13 Girls NCSL","HERN Curve Black U13 Girls NCSL","U13","Girls","Witter Fields Complex #2"
"ARL 07G Black U11 Girls NCSL","VYS 07G White U11 Girls NCSL","U11","Girls","Virginia Highlands #2 (9v9)"
"ARL 06G Blue U12 Girls NCSL","VYS 06G Black U12 Girls NCSL","U12","Girls","Long Bridge Park #4A"
"ARL 05G Blue U13 Girls NCSL","CYA 05G Gold U13 Girls NCSL","U13","Girls","Long Bridge Park 3"
"ARL 09B Black U09 Boys NCSL","CSA Chaos 09B U09 Boys NCSL","U09","Boys","Long Bridge Park #4A"
"ARL 07G Blue U11 Girls NCSL","VYS 07G Black U11 Girls NCSL","U11","Girls","Virginia Highlands #2 (9v9)"
"ARL 05G Black U13 Girls NCSL","BAC Spirit U13 Girls NCSL","U13","Girls","Long Bridge Park 3"
"ARL 05B Blue U13 Boys NCSL","BETH Green 05 U13 Boys NCSL","U13","Boys","Long Bridge Park 3"
"ARL 06G Black U12 Girls NCSL","ASC 06 Predators U12 Girls NCSL","U12","Girls","Virginia Highlands #2 (9v9)"
"ARL 04B Blue U14 Boys NCSL","ASA PGSA Real Barza 04 U14 Boys NCSL","U14","Boys","Long Bridge Park 3"
"ARL 02B Blue U16 Boys NCSL","ASA DMV Fevisa Blue 02 U16 Boys NCSL","U16","Boys","Greenbrier Pk Upper (Yorktown HS Stad.)"
"ARL 03G Blue U15 Girls NCSL","BSC Girls United Red U15 Girls NCSL","U15","Girls","Long Bridge Park 3"
"ARL 02G Blue U16 Girls NCSL","ASA PGSA CD Alianza 02 U16 Girls NCSL","U16","Girls","Greenbrier Pk Upper (Yorktown HS Stad.)"
"ARL 00B White U18 Boys NCSL","STAF Revolution 00B Blue U18 Boys NCSL","U18","Boys","Greenbrier Pk Upper (Yorktown HS Stad.)"
"ARL 03B Blue U15 Boys NCSL","FSCI VISA Vasquez Academy 03 U15 Boys NCSL","U15","Boys","Quincy Street"
"ARL 00G White U18 Girls NCSL","FPYC Blue Flame 00 U18 Girls NCSL","U18","Girls","Greenbrier Pk Upper (Yorktown HS Stad.)"
"ARL 06G Black U12 Girls NCSL","DCST Black Metros U12 Girls NCSL","U12","Girls","Fields Park"
"ARL 02G Blue U16 Girls NCSL","BRYC Elite Academy U16 Black U16 Girls NCSL","U16","Girls","Washington-Lee HS Stadium"
"ARL 04B Blue U14 Boys NCSL","CFC 04B Red U14 Boys NCSL","U14","Boys","Quincy Street"
"ARL 99B White U19 Boys NCSL","LFC Rangers U19 Boys NCSL","U19","Boys","Greenbrier Pk Upper (Yorktown HS Stad.)"
"ARL 06B Black U12 Boys NCSL","SYC Lions 06 White U12 Boys NCSL","U12","Boys","Fields Park"
"ARL 08G Black U10 Girls NCSL","VIST Shenandoah FC  Elite 08 U10 Girls NCSL","U10","Girls","Williamsburg MS 2A"
"ARL 02B Blue U16 Boys NCSL","SMS Lightning Premier U16 Boys NCSL","U16","Boys","Washington-Lee HS Stadium"
"ARL 04G Blue U14 Girls NCSL","STAF Revolution 04G Blue U14 Girls NCSL","U14","Girls","Quincy Street"
"ARL 08B Black U10 Boys NCSL","FPYC United Blue 08 U10 Boys NCSL","U10","Boys","Williamsburg MS 2A"
"ARL 01B Blue U17 Boys NCSL","SYC Lions 01 Blue U17 Boys NCSL","U17","Boys","Greenbrier Pk Upper (Yorktown HS Stad.)"
"ARL 05G Black U13 Girls NCSL","CPSA CSC Comets 05G U13 Girls NCSL","U13","Girls","Quincy Street"
"ARL 03G Blue U15 Girls NCSL","FPYC Blue Jays 03 U15 Girls NCSL","U15","Girls","Washington-Lee HS Stadium"
"ARL 06B Blue U12 Boys NCSL","SDor Barca '06 Elite U12 Boys NCSL","U12","Boys","Virginia Highlands #2 (9v9)"
"ARL 05G Blue U13 Girls NCSL","FPYC United 05 U13 Girls NCSL","U13","Girls","Quincy Street"
"ARL 01G White U17 Girls NCSL","WBSC Strikers 01G Blue U17 Girls NCSL","U17","Girls","Greenbrier Pk Upper (Yorktown HS Stad.)"
"ARL 07B Black U11 Boys NCSL","GRFL 07B Juventus U11 Boys NCSL","U11","Boys","Virginia Highlands #2 (9v9)"
"ARL 01B White U17 Boys NCSL","PWSI Boys 2001 Red U17 Boys NCSL","U17","Boys","Quincy Street"
"ARL 06B Blue U12 Boys NCSL","BAC United U12 Boys NCSL","U12","Boys","Fields Park"
"ARL 00G White U18 Girls NCSL","SYC Pride 00 Orange U18 Girls NCSL","U18","Girls","Quincy Street"
"ARL 04G Black U14 Girls NCSL","ODFC Tornadoes U14 Girls NCSL","U14","Girls","Quincy Street"
"ARL 07B Blue U11 Boys NCSL","OLNY Rangers White U11 Boys NCSL","U11","Boys","Williamsburg MS 2A"
"ARL 00B White U18 Boys NCSL","MCLN 2000 Boys White U18 Boys NCSL","U18","Boys","Greenbrier Pk Upper (Yorktown HS Stad.)"
"ARL 08G Black U10 Girls NCSL","FPYC United Blue 08 U10 Girls NCSL","U10","Girls","Williamsburg MS 2A"
"ARL 01B White U17 Boys NCSL","GRFL 01B Blue U17 Boys NCSL","U17","Boys","Greenbrier Pk Upper (Yorktown HS Stad.)"
"ARL 01B Blue U17 Boys NCSL","HERN Zorros FC Red U17 Boys NCSL","U17","Boys","Greenbrier Pk Upper (Yorktown HS Stad.)"
"ARL 06B Black U12 Boys NCSL","CALV CSA 2006 U12 Boys NCSL","U12","Boys","Williamsburg MS 1A"
"ARL 04G Blue U14 Girls NCSL","CYA 04G Gold U14 Girls NCSL","U14","Girls","Washington-Lee HS Stadium"
"ARL 06G Blue U12 Girls NCSL","LAPL La Plata Patriots U12 Girls NCSL","U12","Girls","Williamsburg MS 1A"
"ARL 05G Black U13 Girls NCSL","LFC Legends U13 Girls NCSL","U13","Girls","Washington-Lee HS Stadium"
"ARL 05B Blue U13 Boys NCSL","SMS Bombers Premier U13 Boys NCSL","U13","Boys","Washington-Lee HS Stadium"
